word,word_count,mean_sent_length,final_count,solo_count
värper,6.0,4.66666666667,0.0,0.0
som,5139.0,9.29713952131,82.0,4.0
sol,14.0,6.14285714286,4.0,0.0
sop,2.0,7.0,0.0,0.0
kissa,18.0,5.77777777778,8.0,0.0
jord+bruk,2.0,9.0,2.0,0.0
sot,2.0,7.0,0.0,0.0
kisse,30.0,4.76666666667,18.0,0.0
sov,42.0,6.04761904762,10.0,0.0
degen,18.0,5.66666666667,8.0,0.0
tiss,24.0,8.91666666667,0.0,0.0
alltså,13.0,9.84615384615,5.0,1.0
Spektakel,4.0,7.0,2.0,0.0
tama,2.0,2.0,0.0,0.0
påsk+gubbe,2.0,3.0,2.0,0.0
krympt,2.0,16.0,2.0,0.0
Hans,4.0,13.5,2.0,0.0
äʔ,8.0,8.0,0.0,0.0
clownens,4.0,4.0,0.0,0.0
de+samma,6.0,13.3333333333,2.0,0.0
naken+fisar,2.0,3.0,2.0,0.0
bäbä,2.0,5.0,2.0,0.0
back,18.0,6.11111111111,6.0,0.0
skruva,28.0,8.71428571429,2.0,0.0
tigern,18.0,3.55555555556,8.0,2.0
bä-et,2.0,2.0,2.0,0.0
mörkt,58.0,8.20689655172,30.0,0.0
paprika,2.0,3.0,2.0,0.0
tänderna,144.0,7.20833333333,78.0,0.0
Celeste,1.0,5.0,1.0,0.0
kinderna,6.0,5.33333333333,2.0,0.0
bäbi+docker,2.0,6.0,2.0,0.0
Sif,1.0,11.0,0.0,0.0
länder,2.0,5.0,2.0,0.0
snäckor,10.0,7.2,4.0,0.0
björnar,10.0,4.6,8.0,2.0
fång,4.0,5.0,0.0,0.0
gung+hästen,2.0,4.0,2.0,0.0
Maya,32.0,6.0625,12.0,4.0
hallå,91.0,2.59340659341,53.0,41.0
trä+gården,12.0,11.0,6.0,0.0
ärta,1.0,1.0,1.0,1.0
roli,98.0,6.51020408163,36.0,0.0
vetrinären,2.0,5.0,2.0,0.0
räcer+bilen,4.0,2.5,4.0,2.0
hjul+spår,2.0,8.0,0.0,0.0
olja,30.0,9.6,16.0,2.0
transporten,26.0,6.38461538462,24.0,0.0
jämte,4.0,3.5,4.0,0.0
höras,2.0,7.0,0.0,0.0
jympan,8.0,4.75,6.0,0.0
gruppar,2.0,9.0,0.0,0.0
kittlade,2.0,16.0,0.0,0.0
tivoli,2.0,6.0,2.0,0.0
om+gång,2.0,9.0,0.0,0.0
puss,56.0,4.08928571429,31.0,1.0
lekte,91.0,7.7032967033,4.0,0.0
jamensan,2.0,1.0,2.0,2.0
sallads+tallriken,2.0,11.0,0.0,0.0
glass,318.0,6.82389937107,166.0,8.0
verk+tygs+väskan,2.0,13.0,0.0,0.0
fåren,72.0,5.38888888889,40.0,8.0
