I,airplane,all,all gone,animal,another,apple,arm,asleep,aunt,away,baa baa,baby,baby sitter,back,backyard,bad,ball,balloon,banana,bath,bath tub,bathroom,beach,beads,bear,bed,bedroom,bee,belly button,bib,bicycle,big,bird,bite,blanket,block,blow,blue,book,boots,bottle,bowl,box,boy,bread,break,breakfast,bring,broken,broom,brother,brush,bubbles,bug,bump,bunny,bus,butter,butterfly,button,bye,cake,candy,car,careful,carrots,cat,cereal,chair,cheek,cheerios,cheese,chicken,child,choo choo,church,clean,clock,close,coat,coffee,cold,comb,cookie,couch,cow,cracker,crib,cry,cup,cute,daddy,dance,dark,day,deer,diaper,dinner,dirty,dish,dog,doll,don't,donkey,door,down,draw,drawer,dress,drink,drive,dry,duck,ear,eat,egg,elephant,empty,eye,face,fall,fast,feed,fine,finger,finish,fire truck,fish,flower,food,foot,fork,frog,garage,garden,gentle,get,giraffe,girl,give,glass,glasses,go,good,goose,grandma,grandpa,grr,hair,hammer,hand,happy,hard,hat,head,hello,help,her,hi,highchair,his,hit,home,horse,hot,house,how,hug,hungry,hurry,hurt,ice cream,in,inside,it,jacket,jeans,juice,jump,keys,kick,kiss,kitchen,kitty,knee,lady,lamb,lamp,later,leg,light,lion,little,livingroom,look,love,lunch,man,me,meat,medicine,meow,milk,mine,mommy,money,monkey,moo,moon,more,morning,motorcycle,mouse,mouth,my,nap,naughty,necklace,nice,night,night night,no,none,noodles,nose,not,now,off,old,on,open,orange,other,ouch,out,outside,oven,owie,owl,pajamas,pants,paper,park,party,pattycake,peas,peekaboo,pen,penguin,penny,people,person,picture,pig,pillow,pizza,plant,plate,play,please,pony,pool,potty,pretty,pull,puppy,purse,push,put,quack quack,radio,rain,raisin,read,red,refrigerator,ride,rock,rocking chair,run,same,say,scared,school,scissors,see,sheep,shh,shirt,shoe,shorts,shovel,show,sick,sing,sink,sister,sky,sleep,sleepy,slide,smile,snow,soap,sock,soft,some,spaghetti,splash,spoon,squirrel,stairs,star,stop,store,stove,stroller,sun,sweater,swim,swing,table,take,teacher,teddy bear,telephone,thank you,that,there,thirsty,this,throw,tickle,tiger,tired,toast,today,toe,tomorrow,tongue,tonight,tooth,toothbrush,touch,towel,toy,train,trash,tree,truck,tummy,turkey,turtle,tv,uh oh,uncle,under,up,vacuum,vroom,wait,walk,wanna,wash,watch,water,wet,what,when,where,who,why,window,wipe,woof woof,work,write,yes,you,your,yucky,yum yum,zipper,zoo
1,0,4,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,3,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,26,2,0,0,0,0
1,0,2,0,0,1,4,0,0,0,0,0,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,7,6,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,9,0,0,1,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25,0,2,2,1,0,0,0,1,0,4,29,3,0,0,0,0
4,0,1,0,0,1,1,0,0,0,2,0,8,0,14,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,8,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,14,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,12,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,0,0,0,1,0,0,3,1,2,0,2,0,0,0,1,1,0,0,0,1,0,0,9,0,0,2,1,2,0,0,10,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,17,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,8,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,8,1,0,0,0,22,0,3,0,0,0,0,0,0,0,5,48,5,0,0,0,0
2,0,2,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,8,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3,0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2,0,3,0,11,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,2,0,3,0,0,22,0,1,0,1,0,0,0,3,0,6,54,6,0,0,0,0
4,0,1,0,1,0,2,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,10,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,3,0,0,4,0,0,0,2,4,1,0,8,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,12,3,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25,0,0,0,0,1,0,0,0,0,11,32,5,0,0,0,0
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,12,2,20,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,7,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,11,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,17,0,1,3,0,0,0,0,0,0,3,45,8,0,0,0,0
2,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,12,1,14,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,8,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,20,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,50,2,0,0,0,0
13,0,1,0,1,5,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,7,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,2,1,0,10,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
10,0,0,0,0,5,0,0,0,0,0,0,12,0,6,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,12,0,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,6,0,0,0,0,0,0,2,0,0,0,1,0,1,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,20,0,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,15,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,6,1,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,1,0,13,0,9,0,0,0,0,0,0,0,0,39,3,5,0,0,0
3,0,0,0,0,3,1,0,0,0,1,0,10,0,3,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,1,0,0,20,10,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,36,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,5,0,28,1,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,7,0,0,19,0,0,4,2,3,2,0,9,2,1,3,0,2,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,12,2,0,0,0,16,0,1,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,18,1,10,10,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,30,0,0,0,0,23,0,4,2,1,0,0,0,0,3,2,59,8,0,0,0,0
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,4,0,0,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,6,0,8,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,11,0,7,0,1,0,0,0,1,2,0,49,1,0,0,0,0
7,0,1,0,0,5,0,0,0,0,4,0,1,0,2,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,7,4,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,3,7,1,0,18,0,2,0,0,1,0,0,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,18,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,22,4,0,17,4,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,21,0,1,0,0,19,0,1,0,3,0,0,0,0,2,0,27,6,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,1,0,1,2,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,12,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0
10,0,2,0,0,1,0,0,0,0,5,0,9,0,3,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,9,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,20,14,0,0,0,0,5,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,46,0,0,0,3,2,0,0,16,7,2,1,0,2,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,24,0,1,0,3,6,0,0,0,0,2,13,0,0,0,0,0,0,6,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,8,0,20,2,4,0,0,0,1,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,2,0,9,0,0,21,0,14,0,2,0,0,0,0,0,1,69,7,0,0,0,0
14,0,0,0,0,2,0,0,0,0,1,0,6,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,2,13,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,1,0,0,14,3,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,25,0,39,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,2,2,0,4,11,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,14,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,1,12,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,17,0,20,11,0,2,0,0,3,0,0,0,0,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,2,11,0,0,1,0,9,0,0,0,0,14,0,8,0,1,0,0,0,0,1,5,99,12,0,0,0,0
4,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,5,3,0,0,6,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,5,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30,11,0,8,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,38,2,0,0,0,0
