ID_CDI_II;ID_CDI_I;Word_NW;Word_CDI;Translation;Homonymous;In_NW;Word_class;Lex_cat;Broad_lex;Imageability;Phon_neighbours;Phonemes;Syllables
i_5_27;i_8_14;'kaffe';'kaffe';'coffee';n;y;noun;common nouns;nominals;6,84;7;4;2
i_15_24;i_18_13;'kald';'kald';'cold';n;y;adjective;descriptive words;predicates;4,98;33;3;1
i_8_17;i_11_11;'en kam';'kam';'comb';n;y;noun;common nouns;nominals;6,71;25;3;1
i_8_18;#N/A;'et kamera';'kamera';'camera';n;y;noun;common nouns;nominals;6,99;1;6;3
i_2_20;i_5_17;'en kanin';'kanin';'bunny';n;y;noun;common nouns;nominals;6,92;4;5;2
i_14_35;i_17_20;'å kaste';'kaste';'throw';n;y;verb;action words;predicates;6,53;21;5;2
i_2_21;i_5_18;'en katt';'katt';'cat';n;y;noun;common nouns;nominals;6,81;35;3;1
i_2_22;i_5_19;'en kattunge';'kattunge';kitten';n;y;noun;common nouns;nominals;6,68;2;6;3
i_7_11;i_10_9;'et kinn';'kinn';'cheek';n;y;noun;common nouns;nominals;6,86;22;3;1
i_5_29;i_8_16;'en kjeks';'kjeks';'cracker';n;y;noun;common nouns;nominals;6,42;13;4;1
i_10_11;#N/A;'en kjelke';'kjelke';'sled';n;y;noun;places to go;nominals;6,53;9;5;2
i_9_12;#N/A;'en kjeller';'kjeller';'basement';n;y;noun;common nouns;nominals;6,33;26;5;2
i_6_11;i_9_7;'en kjole';'kjole';'dress';n;y;noun;common nouns;nominals;6,57;16;4;2
i_9_13;i_12_8;'et kjøkken';'kjøkken';'kitchen';n;y;noun;common nouns;nominals;6,45;7;5;2
i_9_14;i_12_9;'et kjøleskap';'kjøleskap';'refrigerator';n;y;noun;common nouns;nominals;6,77;2;8;3
i_14_37;#N/A;'å kjøpe';'kjøpe';'buy';n;y;verb;action words;predicates;5,59;16;4;2
i_14_38;i_17_22;'å kjøre';'kjøre';'drive';n;y;verb;action words;predicates;6,13;23;4;2
i_5_30;i_8_17;'kjøtt';'kjøtt';'meat';n;y;noun;common nouns;nominals;6,21;14;3;1
i_14_39;#N/A;'å klappe';'klappe';'clap';n;y;verb;action words;predicates;6,19;22;5;2
i_14_40;#N/A;'å klatre';'klatre';'climb';n;y;verb;action words;predicates;6,3;9;6;2
i_14_42;#N/A;'å kle på';'kle på';'dress';n;y;verb;action words;predicates;6,17;0;6;2
i_14_41;i_17_23;'å klemme';'klemme';'hug';n;y;verb;action words;predicates;5,97;15;5;2
i_15_25;#N/A;'klissete';'klissete';'sticky';n;y;adjective;descriptive words;predicates;5,98;13;7;3
i_8_21;i_11_12;'ei klokke (bjelle)';'klokke';'clock';n;y;noun;common nouns;nominals;6,6;16;5;2
i_12_19;#N/A;'en klovn';'klovn';'clown';n;y;noun;people;nominals;6,45;2;5;1
i_6_12;i_9_8;'en knapp';'knapper';'buttons';n;y;noun;common nouns;nominals;6,6;19;4;1
i_7_12;i_10_10;'et kne';'kne';'knee';n;y;noun;common nouns;nominals;6,52;13;3;1
i_5_32;#N/A;'et knekkebrød';'knekkebrød';'crispbread';n;y;noun;common nouns;nominals;6,68;2;8;3
i_8_22;i_11_13;'en kniv';'kniv';'knife';n;y;noun;common nouns;nominals;6,76;3;4;1
i_9_15;i_12_10;'en komfyr';'komfyr';'stove';n;y;noun;common nouns;nominals;6,72;1;6;2
i_8_23;i_11_14;'en kopp';'kopp';'cup';n;y;noun;common nouns;nominals;7,05;30;3;1
i_8_24;i_11_15;'en kost (å feie)';'kost';'broom';n;y;noun;common nouns;nominals;6,44;11;4;1
i_4_11;#N/A;'et kritt';'kritt';'chalk';n;y;noun;common nouns;nominals;6,39;16;4;1
i_2_23;#N/A;'en krokodille';'krokodille';'crocodile';n;y;noun;common nouns;nominals;6,6;3;9;4
i_8_25;#N/A;'ei krukke';'krukke';'jar';n;y;noun;common nouns;nominals;6,37;12;5;2
i_2_24;i_5_20;'ei ku';'ku';'cow';n;y;noun;common nouns;nominals;6,65;29;2;1
i_21_13;#N/A;'å kunne';'kunne';'could';n;y;verb;closed-class items;closed-class;3,19;19;4;2
i_16_11;#N/A;'en kveld';'kveld';'evening';n;y;noun;words about time;#N/A;5,52;9;4;1
i_2_25;i_5_21;'en kylling';'kylling';'chicken';n;y;noun;common nouns;nominals;6,79;2;5;2
i_14_44;i_17_24;'å kysse';'kysse';'kiss';n;y;verb;action words;predicates;6,49;17;4;2
i_21_14;#N/A;'å la';'la';'let';n;y;verb;closed-class items;closed-class;2,73;33;2;1
i_14_45;#N/A;'å lage mat';'lage mat';'cook';n;y;verb;action words;predicates;6,01;0;8;3
i_2_26;i_5_22;'et lam';'lam';'lamb';n;y;noun;common nouns;nominals;6,6;28;3;1
i_8_27;i_11_16;'ei lampe';'lampe';'lamp';n;y;noun;common nouns;nominals;6,66;13;5;2
i_15_26;#N/A;'lang';'lang';'long';n;y;adjective;descriptive words;predicates;5,51;26;3;1
i_3_9;i_6_6;'en lastebil';'lastebil';'truck';n;y;noun;common nouns;nominals;6,42;0;8;3
i_14_48;i_17_25;'å legge';'legge';'put';n;y;verb;action words;predicates;5,18;22;4;2
i_4_7;#N/A;'lego';'lego';'lego';n;y;noun;common nouns;nominals;6,77;#N/A;4;2
i_14_49;i_17_26;'å leke';'leke';'toy';n;y;verb;action words;predicates;5,53;25;4;2
i_9_16;i_12_11;'ei lekegrind';'lekegrind';'play pen';n;y;noun;common nouns;nominals;6,58;2;8;3
i_11_15;#N/A;'en lekeplass';'lekeplass';'playground';n;y;noun;places to go;nominals;6,57;1;8;3
i_14_50;i_17_27;'å lese';'lese';'read';n;y;verb;action words;predicates;6,11;29;4;2
i_14_51;#N/A;'å like';'like';'like';n;y;verb;action words;predicates;3,89;27;4;2
i_4_13;#N/A;'lim';'lim';'glue';n;y;noun;common nouns;nominals;5,81;21;3;1
i_15_28;i_18_14;'liten';'liten';'small';n;y;adjective;descriptive words;predicates;4,19;12;5;2
i_8_28;i_11_17;'ei lommebok';'lommebok';'wallet';n;y;noun;common nouns;nominals;6,75;1;7;3
i_6_13;i_9_9;'ei lue';'lue';'cap';n;y;noun;common nouns;nominals;6,66;29;3;2
i_14_52;i_17_29;'å lukke';'lukke';'close';n;y;verb;action words;predicates;5,69;20;4;2
i_8_29;i_11_18;'et lys';'lys';'light';n;y;noun;common nouns;nominals;6,61;28;3;1
i_12_20;#N/A;'en lærer';'lærer';'teacher';n;y;noun;people;nominals;6,37;23;5;2
i_14_53;i_17_28;'å løpe';'løpe';'run';n;y;verb;action words;predicates;6,05;14;4;2
i_2_28;i_5_24;'en løve';'løve';'lion';n;y;noun;common nouns;nominals;6,61;24;4;2
i_7_14;i_10_11;'en mage';'mage';'tummy';n;y;noun;common nouns;nominals;6,32;25;4;2
i_14_54;#N/A;'å male';'male';'paint';n;y;verb;action words;predicates;6,8;27;4;2
i_12_21;i_15_12;'en mamma';'mamma';'mommy';n;y;noun;people;nominals;6,42;10;4;2
i_12_22;i_15_13;'en mann';'mann';'man';n;y;noun;people;nominals;6,65;21;3;1
i_5_35;i_8_19;'mat';'mat';'food';n;y;noun;common nouns;nominals;6,03;25;3;1
i_14_55;i_17_30;'å mate';'mate';'feed';n;y;verb;action words;predicates;5,85;29;4;2
i_5_36;#N/A;'ei matpakke';'matpakke';'lunch packet';n;y;noun;common nouns;nominals;6,78;3;7;3
i_2_29;#N/A;'en maur';'maur';'ant';n;y;noun;common nouns;nominals;6,49;9;3;1
i_5_37;i_8_20;'melk';'melk';'milk';n;y;noun;common nouns;nominals;6,44;6;4;1
i_5_38;#N/A;'en melon';'melon';'melon';n;y;noun;common nouns;nominals;6,65;1;5;2
i_12_23;i_15_14;'et menneske';'mennesker';'people';n;y;noun;people;nominals;6,4;2;7;3
i_13_18;i_16_12;'en middag';'middag';'dinner';n;y;noun;games & routines;games & routines;6,66;0;5;2
i_14_56;#N/A;'å miste';'miste';'loose';n;y;verb;action words;predicates;5;17;5;2
i_3_10;i_6_7;'en motorsykkel';'motorsykkel';'motorcycle';n;y;noun;common nouns;nominals;6,76;0;10;4
i_7_15;i_10_12;'en munn';'munn';'mouth';n;y;noun;common nouns;nominals;6,57;21;3;1
i_2_30;i_5_25;'ei mus';'mus';'mouse';n;y;noun;common nouns;nominals;6,57;20;3;1
i_2_31;#N/A;'en mygg';'mygg';'mosquito';n;y;noun;common nouns;nominals;6,96;9;3;1
i_15_29;i_18_15;mørk';'mørkt';'dark';n;y;adjective;descriptive words;predicates;5,69;8;4;1
i_10_12;i_13_4;'en måne';'måne';'moon';n;y;noun;places to go;nominals;6,62;21;4;2
i_21_16;#N/A;'å måtte';'måtte';'had to';n;y;verb;closed-class items;closed-class;3,28;22;4;2
i_16_14;i_19_7;'ei natt';'natt';'night';n;y;noun;words about time;#N/A;5,79;29;3;1
i_7_16;i_10_13;'en navle';'navle';'belly button';n;y;noun;common nouns;nominals;6,81;12;5;2
i_7_17;i_10_14;'ei nese';'nese';'nose';n;y;noun;common nouns;nominals;6,76;17;4;2
i_15_30;#N/A;'ny';'ny';'new';n;y;adjective;descriptive words;predicates;4,09;28;2;1
i_8_31;i_11_20;'en nøkkel';'nøkler';'keys';n;y;noun;common nouns;nominals;6,67;1;5;2
i_12_27;i_15_17;'en oldefar';'oldefar';'great-grandfather';n;y;noun;people;nominals;5,89;0;7;3
i_12_28;i_15_18;'ei oldemor';'oldemor';'great-grandmother';n;y;noun;people;nominals;6,22;0;7;3
i_12_29;i_15_19;'en onkel';'onkel';'uncle';n;y;noun;people;nominals;5,81;2;5;2
i_15_32;#N/A;'oransje';'oransje';'orange';n;y;adjective;descriptive words;predicates;6,62;2;6;3
i_5_41;i_8_21;'en ost';'ost';'cheese';n;y;noun;common nouns;nominals;6,88;15;3;1
i_9_17;i_12_12;'en ovn';'ovn';'oven';n;y;noun;common nouns;nominals;6,73;7;3;1
i_5_42;#N/A;'ei pannekake';'pannekake';'pancake';n;y;noun;common nouns;nominals;6,45;3;8;4
i_12_30;i_15_20;'en pappa';'pappa/far';'daddy';n;y;noun;people;nominals;5,95;19;4;2
i_11_16;i_14_9;'en park';'park';'park';n;y;noun;places to go;nominals;6,43;14;4;1
i_9_18;#N/A;'en PC';'PC';'computer';n;y;noun;common nouns;nominals;6,86;2;4;2
i_15_33;i_18_18;'pen';'pen';'pretty';n;y;adjective;descriptive words;predicates;5,56;21;3;1
i_8_33;i_11_22;'penger';'penger';'money';n;y;noun;common nouns;nominals;6,45;14;5;2
i_4_14;#N/A;'en penn';'penn';'pen';n;y;noun;common nouns;nominals;6,93;23;3;1
i_2_32;i_5_26;'en pingvin';'pingvin';'penguin';n;y;noun;common nouns;nominals;6,58;0;6;2
i_10_13;#N/A;'en pinne';'pinne';'stick';n;y;noun;places to go;nominals;6,66;31;4;2
i_5_44;i_8_23;'en pizza';'pizza';'pizza';n;y;noun;common nouns;nominals;6,92;0;5;2
i_8_34;i_11_23;'en plante';'plante';'plant';n;y;noun;common nouns;nominals;6,27;8;6;2
i_14_59;i_17_32;'å plaske';'plaske';'splash';n;y;verb;action words;predicates;6,17;10;6;2
i_4_15;#N/A;'plastilina';'plastilina';'plasticine';n;y;noun;common nouns;nominals;6,03;#N/A;10;4
i_5_46;#N/A;'pommes frites';'pommes frites';'french fries';n;y;noun;common nouns;nominals;6,7;0;7;2
i_2_33;#N/A;'en ponni';'ponni';'pony';n;y;noun;common nouns;nominals;6,38;4;4;2
i_12_32;#N/A;'et postbud';'postbud';'mailman';n;y;noun;people;nominals;6,43;2;7;2
i_5_49;#N/A;'potetgull';'potetgull';'potato chips';n;y;noun;common nouns;nominals;6,39;1;8;3
i_4_10;#N/A;'en presang';'presang';'present';n;y;noun;common nouns;nominals;6,38;0;6;2
i_14_60;#N/A;'å prøve';'prøve';'try';n;y;verb;action words;predicates;3,74;7;5;2
i_4_16;#N/A;'et puslespill';'puslespill';'puzzle';n;y;noun;common nouns;nominals;6,46;2;9;3
i_8_35;i_11_24;'ei pute';'pute';'pillow';n;y;noun;common nouns;nominals;6,46;19;4;2
i_14_47;#N/A;'å putte';'putte';'put';n;y;verb;action words;predicates;4,81;25;4;2
i_6_14;i_9_10;'en pysjamas';'pysjamas';'pajamas';n;y;noun;common nouns;nominals;6,59;0;7;3
i_5_45;#N/A;'ei pølse';'pølser';'sausages';n;y;noun;common nouns;nominals;6,87;7;5;2
i_8_36;i_11_25;'en radio';'radio';'radio';n;y;noun;common nouns;nominals;6,71;0;5;3
i_15_34;#N/A;'rar';'rar';'nice';n;y;adjective;descriptive words;predicates;3,63;33;3;1
i_15_35;i_18_19;'redd';'redd';'scared';n;y;adjective;descriptive words;predicates;5,11;24;3;1
i_10_14;i_13_5;'regn';'regn';'rain';n;y;noun;places to go;nominals;6,73;30;3;1
i_6_15;i_9_11;'regntøy';'regntøy';'rainwear';n;y;noun;common nouns;nominals;6,25;2;5;2
i_2_34;i_5_27;'et reinsdyr';'reinsdyr';'reindeer';n;y;noun;common nouns;nominals;6,8;2;7;2
i_15_36;i_18_20;'ren';'ren';'clean';n;y;adjective;descriptive words;predicates;5,13;29;3;1
i_14_57;#N/A;'å reparere';'reparere';'repair';n;y;verb;action words;predicates;5,19;5;8;4
i_14_62;i_17_33;'å ri';'ri';'ride';n;y;verb;action words;predicates;6,46;37;2;1
i_13_20;#N/A;'å ringe';'ringe';call (on phone)';n;y;verb;games & routines;games & routines;6,29;22;4;2
i_5_50;#N/A;'ris';'ris';'rice';n;y;noun;common nouns;nominals;6,18;38;3;1
i_9_20;#N/A;'et rom';'rom';'room';n;y;noun;common nouns;nominals;6,22;20;3;1
i_5_52;i_8_24;'en rosin';'rosiner';'raisins';n;y;noun;common nouns;nominals;6,6;2;5;2
i_7_21;#N/A;'ei rumpe';'rumpe';'buttocks/bottom';n;y;noun;common nouns;nominals;7,03;14;5;2
i_14_65;i_17_34;'å rydde';'rydde';'tidy';n;y;verb;action words;predicates;5,84;25;4;2
i_7_22;#N/A;'en rygg';'rygg';'back';n;y;noun;common nouns;nominals;6,4;15;3;1
i_15_37;i_18_21;'rød';'rød';'red';n;y;adjective;descriptive words;predicates;6,54;34;2;1
i_14_66;#N/A;'å røre';'røre';'touch';n;y;verb;action words;predicates;5,81;28;4;2
i_5_53;#N/A;'saft';'saft';'fruit juice';n;y;noun;common nouns;nominals;6,7;14;4;1
i_8_37;i_11_26;'ei saks';'saks';'scissors';n;y;noun;common nouns;nominals;6,92;16;4;1
i_5_55;#N/A;'salt';'salt';'salt';n;y;noun;common nouns;nominals;6,18;18;4;1
i_6_16;#N/A;'en sandal';'sandaler';'sandals';n;y;noun;common nouns;nominals;6,8;2;6;2
i_10_15;#N/A;'ei sandkasse';'sandkasse';'sandbox';n;y;noun;places to go;nominals;6,64;4;7;3
i_2_35;i_5_29;'en sau';'sau';'sheep';n;y;noun;common nouns;nominals;6,99;26;2;1
i_5_56;#N/A;'saus';'saus';'sauce';n;y;noun;common nouns;nominals;6,14;16;3;1
i_14_67;i_17_35;'å se';'se';'look';n;y;verb;action words;predicates;5,32;37;2;1
i_14_68;i_17_36;'å se på (TV)';'se på';'look at';n;y;verb;action words;predicates;6,12;#N/A;5;2
i_2_36;#N/A;'en sebra';'sebra';'zebra';n;y;noun;common nouns;nominals;6,72;2;5;2
i_8_39;#N/A;'en sekk';'sekk';'bag';n;y;noun;common nouns;nominals;6,26;30;3;1
i_9_21;i_12_14;'ei seng';'seng';'bed';n;y;noun;common nouns;nominals;6,8;18;3;1
i_8_40;#N/A;'en serviett';'serviett';'napkin';n;y;noun;common nouns;nominals;6,51;0;7;3
i_14_69;#N/A;'å sette';'sette';'put';n;y;verb;action words;predicates;4,44;32;4;2
i_14_70;i_17_37;'å si';'si';'say';n;y;verb;action words;predicates;3,92;35;2;1
i_15_39;#N/A;'sint';'sint';'mad';n;y;adjective;descriptive words;predicates;5,17;23;4;1
i_11_17;#N/A;'et sirkus';'sirkus';'circus';n;y;noun;places to go;nominals;6,41;2;6;2
i_15_40;#N/A;'sist';'sist';'last';n;y;adjective;descriptive words;predicates;4,63;16;4;1
i_14_71;#N/A;'å sitte';'sitte';'sit';n;y;verb;action words;predicates;6,69;31;4;2
i_2_37;i_5_30;'en sjiraff';'sjiraff';'giraffe';n;y;noun;common nouns;nominals;6,84;0;5;2
i_5_57;#N/A;'sjokolade';'sjokolade';'chocolate';n;y;noun;common nouns;nominals;6,51;2;8;4
i_9_22;#N/A;'et skap';'skap';'closet';n;y;noun;common nouns;nominals;6,87;15;4;1
i_2_38;i_5_31;'ei skilpadde';'skilpadde';'turtle';n;y;noun;common nouns;nominals;6,65;3;7;3
i_15_42;i_18_22;'skitten';'skitten';'dirty';n;y;adjective;descriptive words;predicates;5,76;11;5;2
i_8_42;i_11_29;'ei skje';'skje';'spoon';n;y;noun;common nouns;nominals;6,7;31;2;1
i_6_18;#N/A;'et skjerf';'skjerf';'scarf';n;y;noun;common nouns;nominals;6,61;7;4;1
i_6_19;#N/A;'ei skjorte';'skjorte';'shirt';n;y;noun;common nouns;nominals;6,66;9;4;2
i_14_72;#N/A;'å skjære';'skjære';'cut';n;y;verb;action words;predicates;6,26;20;4;2
i_14_73;#N/A;'å skli';'skli';'slip';n;y;verb;action words;predicates;6,44;5;4;1
i_10_16;i_13_6;'ei sklie';'sklie';'slide';n;y;noun;places to go;nominals;6,78;4;5;2
i_6_20;i_9_13;'en sko';'sko';'shoes';n;y;noun;common nouns;nominals;6,9;16;3;1
i_11_18;#N/A;'skog';'skogen';'the woods';n;y;noun;places to go;nominals;6,67;7;4;1
i_11_19;i_14_10;'en skole';'skole';'school';n;y;noun;places to go;nominals;6,29;11;5;2
i_14_74;i_17_38;'å skrive';'skrive';'write';n;y;verb;action words;predicates;6,03;8;6;2
i_9_23;i_12_15;'en skuff';'skuff';'drawer';n;y;noun;common nouns;nominals;6,7;5;4;1
i_7_23;#N/A;'ei skulder';'skulder';'shoulder';n;y;noun;common nouns;nominals;6,59;1;7;2
i_21_18;#N/A;'å skulle';'skulle';'would';n;y;verb;closed-class items;closed-class;2,89;18;5;2
i_10_17;#N/A;'en sky';'skyer';'clouds';n;y;noun;places to go;nominals;6,48;26;2;1
i_14_75;#N/A;'å skynde seg';'skynde seg';'hurry';n;y;verb;action words;predicates;5,13;0;7;3
i_15_44;i_18_24;'slem';'slem';'bad';n;y;adjective;descriptive words;predicates;3,97;13;4;1
i_14_76;#N/A;'å slikke';'slikke';'lick';n;y;verb;action words;predicates;6,29;18;5;2
i_14_77;#N/A;'å slutte';'slutte';'finish';n;y;verb;action words;predicates;4,3;14;5;2
i_14_78;i_17_39;'å slå';'slå';'hit';n;y;verb;action words;predicates;6,28;14;3;1
i_14_79;#N/A;'å smake';'smake';'taste';n;y;verb;action words;predicates;4,85;15;5;2
i_14_80;i_17_40;'å smile';'smile';'smile';n;y;verb;action words;predicates;6,58;13;5;2
i_6_22;i_9_15;'en smokk';'smokk';'pacifier';n;y;noun;common nouns;nominals;6,64;5;4;1
i_5_58;i_8_25;'smør';'smør';'butter';n;y;noun;common nouns;nominals;6,49;7;4;1
i_14_81;#N/A;'å snakke';'snakke';'talk';n;y;verb;action words;predicates;5,84;15;5;2
i_15_45;#N/A;'snill';'snill';'kind';n;y;adjective;descriptive words;predicates;4,31;9;4;1
i_10_18;i_13_7;'snø';'snø';'snow';n;y;noun;places to go;nominals;6,83;12;3;1
i_10_19;#N/A;'en snømann';'snømann';'snowman';n;y;noun;places to go;nominals;6,83;2;6;2
i_9_24;i_12_16;'en sofa';'sofa';'couch';n;y;noun;common nouns;nominals;6,71;4;4;2
i_6_23;i_9_16;'en sokk';'sokker';'socks';n;y;noun;common nouns;nominals;6,88;24;3;1
i_10_20;i_13_8;'ei sol';'sol';'sun';n;y;noun;places to go;nominals;6,64;30;3;1
i_2_39;i_5_32;'en sommerfugl';'sommerfugl';'butterfly';n;y;noun;common nouns;nominals;6,86;0;8;3
i_14_82;i_17_41;'å sove';'sove';'sleep';n;y;verb;action words;predicates;6,47;18;4;2
i_10_21;i_13_9;'en spade';'spade';'spade';n;y;noun;places to go;nominals;7,03;9;4;2
i_5_59;i_8_26;'spagetti';'spagetti';'spaghetti';n;y;noun;common nouns;nominals;6,85;0;7;3
i_14_83;i_17_42;'å sparke';'sparke';'kick';n;y;verb;action words;predicates;6,32;9;6;2
i_4_17;#N/A;'et spill';'spill';'game';n;y;noun;common nouns;nominals;5,73;14;4;1
i_14_84;#N/A;'å spille';'spille';'play';n;y;verb;action words;predicates;6,05;15;5;2
i_14_85;i_17_43;'å spise';'spise';'eat';n;y;verb;action words;predicates;6,13;10;5;2
i_15_48;#N/A;'stakkars';'stakkars';'poor';n;y;adjective;descriptive words;predicates;3,57;2;6;2
i_10_22;i_13_10;'en stein';'steiner';'rocks';n;y;noun;places to go;nominals;6,92;9;4;1
i_10_23;#N/A;'en stige';'stige';'ladder';n;y;noun;places to go;nominals;6,79;9;5;2
i_14_86;#N/A;'å stikke';'stikke';'sting';n;y;verb;action words;predicates;5,41;20;5;2
i_15_49;#N/A;'stille';'stille';'quiet';n;y;adjective;descriptive words;predicates;4,15;22;5;2
