word,word_count,mean_sent_length,final_count,solo_count
arniquita,1.0,3.0,1.0,0.0
manchada,1.0,17.0,0.0,0.0
ensenyi,1.0,4.0,1.0,0.0
ensenyo,1.0,4.0,1.0,0.0
ensenya,1.0,15.0,0.0,0.0
agarran,7.0,6.57142857143,1.0,0.0
marchei,1.0,6.0,0.0,0.0
acomòdalo,2.0,1.0,2.0,2.0
muuuu,8.0,1.875,7.0,7.0
algua,1.0,7.0,0.0,0.0
peonza,8.0,14.0,2.0,1.0
algun,11.0,8.81818181818,0.0,0.0
tirava,1.0,6.0,1.0,0.0
enganchada,7.0,7.85714285714,5.0,0.0
apures,1.0,7.0,0.0,0.0
promete,1.0,1.0,1.0,1.0
peineta,6.0,4.5,4.0,0.0
cuacuacua,2.0,2.5,2.0,0.0
Coquer,1.0,6.0,1.0,0.0
desaparecer,3.0,9.0,1.0,0.0
prometo,3.0,7.33333333333,2.0,0.0
preparando,31.0,8.96774193548,3.0,0.0
serrucho,2.0,4.5,1.0,0.0
natación,10.0,7.7,5.0,0.0
Happy,2.0,6.0,0.0,0.0
hah,2.0,5.5,0.0,0.0
hai,291.0,8.82474226804,15.0,2.0
explota,4.0,8.0,3.0,0.0
ham,18.0,3.11111111111,13.0,10.0
martillador,2.0,4.0,1.0,0.0
Oscar,17.0,5.94117647059,6.0,0.0
exploto,3.0,2.66666666667,1.0,1.0
Kilikis,2.0,3.0,2.0,0.0
had,1.0,9.0,0.0,0.0
arreglandote,1.0,3.0,0.0,0.0
hay,6696.0,6.70415173238,904.0,20.0
apagarás,1.0,3.0,1.0,0.0
hirieron,2.0,3.0,1.0,0.0
has,4575.0,6.95453551913,5.0,0.0
hat,11.0,3.0,6.0,2.0
llenado,5.0,6.0,2.0,0.0
tirolina,1.0,28.0,0.0,0.0
aparcalo,2.0,5.0,1.0,0.0
yerbita,2.0,6.0,1.0,0.0
Steven,1.0,11.0,0.0,0.0
Papás_Noeles,1.0,2.0,1.0,0.0
dedal,11.0,11.1818181818,6.0,0.0
exaltado,1.0,3.0,1.0,0.0
ayudale,1.0,3.0,0.0,0.0
ocasión,1.0,4.0,1.0,0.0
vagones,21.0,9.14285714286,12.0,0.0
variaciones,1.0,9.0,0.0,0.0
cláva,1.0,4.0,0.0,0.0
mosquea,1.0,10.0,1.0,0.0
cabezazo,2.0,10.5,1.0,0.0
arandelas,1.0,6.0,1.0,0.0
picoulle,3.0,5.33333333333,0.0,0.0
Susana,106.0,7.87735849057,41.0,3.0
asustaba,6.0,8.33333333333,2.0,0.0
carterucha,2.0,7.0,0.0,0.0
pinté,12.0,6.25,4.0,0.0
cagones,1.0,8.0,0.0,0.0
explotó,11.0,5.63636363636,6.0,3.0
teniais,5.0,8.2,0.0,0.0
Calle,2.0,11.0,0.0,0.0
Callo,1.0,1.0,1.0,1.0
equivocabas,1.0,4.0,0.0,0.0
montañas,18.0,4.33333333333,14.0,4.0
cóntoo,1.0,7.0,0.0,0.0
traballar,4.0,5.75,2.0,0.0
geranios,1.0,5.0,1.0,0.0
traballan,2.0,6.0,0.0,0.0
tuveche,1.0,7.0,0.0,0.0
poñas,1.0,10.0,0.0,0.0
aden,1.0,1.0,1.0,1.0
enfandaste,1.0,3.0,1.0,0.0
Power_Ranger,2.0,4.5,1.0,0.0
confundirlas,1.0,6.0,1.0,0.0
contalo,1.0,31.0,0.0,0.0
Aaron,4.0,10.0,0.0,0.0
calaveras,1.0,3.0,1.0,0.0
ensenyat,2.0,10.0,0.0,0.0
pruebala,1.0,9.0,0.0,0.0
ensenyar,2.0,8.0,1.0,0.0
tama,4.0,11.5,0.0,0.0
hermatito,1.0,7.0,0.0,0.0
perfumes,1.0,5.0,0.0,0.0
cervecitas,1.0,18.0,0.0,0.0
ratito,87.0,8.50574712644,40.0,0.0
normales,9.0,11.8888888889,5.0,0.0
realizando,2.0,14.0,1.0,0.0
verde,733.0,5.07776261937,462.0,133.0
verda,1.0,9.0,1.0,0.0
convencida,3.0,6.0,2.0,0.0
cómelas,1.0,3.0,0.0,0.0
mat,1.0,8.0,1.0,0.0
bazo,1.0,8.0,1.0,0.0
hebillita,2.0,2.0,2.0,1.0
caretera,2.0,2.5,2.0,0.0
Winnie_de_Pooh,1.0,7.0,0.0,0.0
pesos,11.0,9.54545454545,5.0,0.0
Lolita,3.0,5.33333333333,2.0,0.0
esquío,1.0,2.0,1.0,0.0
moderna,2.0,6.0,1.0,0.0
empújale,3.0,4.0,2.0,0.0
empújalo,5.0,5.8,2.0,2.0
esquía,1.0,13.0,0.0,0.0
moderno,7.0,6.42857142857,5.0,0.0
minas,3.0,16.3333333333,1.0,0.0
diseñado,1.0,4.0,0.0,0.0
tamé,1.0,3.0,1.0,0.0
regañen,2.0,9.5,2.0,0.0
guanyaré,1.0,29.0,0.0,0.0
encontrado,111.0,6.20720720721,41.0,0.0
tenerlo,5.0,7.4,1.0,0.0
muletitas,1.0,14.0,0.0,0.0
sangrando,5.0,6.6,3.0,0.0
corderico,2.0,7.5,1.0,0.0
tenerle,2.0,7.0,0.0,0.0
regañes,1.0,5.0,0.0,0.0
