word,word_count,mean_sent_length,final_count,solo_count
spremiti,25.0,5.04,18.0,2.0
poni,2.0,5.0,1.0,0.0
dvorištu,5.0,6.4,1.0,0.0
spojen,1.0,16.0,0.0,0.0
dječjeg,1.0,7.0,0.0,0.0
otišel,1.0,4.0,0.0,0.0
renatu,9.0,6.11111111111,3.0,0.0
salamice,1.0,2.0,1.0,0.0
gotov,22.0,5.5,10.0,0.0
zaželi,1.0,13.0,0.0,0.0
skvrčiš,2.0,3.5,2.0,0.0
sala,1.0,1.0,1.0,1.0
predloži,2.0,5.0,0.0,0.0
zvonio,1.0,8.0,0.0,0.0
pužu,3.0,11.0,0.0,0.0
skratit,1.0,4.0,1.0,0.0
okay,2.0,1.5,2.0,1.0
izgubit,4.0,6.75,0.0,0.0
izuo,4.0,7.25,0.0,0.0
mravom,1.0,5.0,0.0,0.0
ispadne,2.0,9.0,2.0,0.0
vlak,84.0,5.22619047619,40.0,5.0
maleno,3.0,4.66666666667,2.0,0.0
izut,1.0,4.0,0.0,0.0
majstor,4.0,7.25,0.0,0.0
puža,3.0,2.33333333333,3.0,1.0
opasni,1.0,14.0,1.0,0.0
pupak,3.0,2.0,3.0,2.0
izgubio,14.0,5.14285714286,4.0,0.0
vjeverica,6.0,3.66666666667,2.0,2.0
kameni,1.0,1.0,1.0,1.0
godišnji,1.0,9.0,0.0,0.0
suncu,5.0,6.6,2.0,0.0
godišnje,1.0,11.0,0.0,0.0
pozvati,3.0,11.0,2.0,0.0
marice,1.0,7.0,1.0,0.0
ožujak,1.0,5.0,1.0,0.0
kćerka,1.0,8.0,1.0,0.0
marica,15.0,13.3333333333,4.0,0.0
teku,4.0,2.0,3.0,1.0
sunca,2.0,11.0,0.0,0.0
sunce,76.0,5.76315789474,30.0,6.0
maricu,2.0,7.5,1.0,0.0
razbacali,2.0,3.0,1.0,0.0
kuginu,1.0,2.0,0.0,0.0
maksimiru,3.0,8.66666666667,2.0,0.0
stručno,1.0,5.0,1.0,0.0
zaprežna,1.0,7.0,0.0,0.0
kugina,1.0,6.0,0.0,0.0
poznati,1.0,7.0,0.0,0.0
prat,2.0,4.0,0.0,0.0
poznata,4.0,4.75,2.0,0.0
vikala,3.0,7.66666666667,1.0,0.0
branim,11.0,4.0,8.0,1.0
poznate,1.0,7.0,0.0,0.0
branio,3.0,6.0,1.0,0.0
pčela,1.0,6.0,1.0,0.0
će,892.0,7.32847533632,23.0,0.0
branit,5.0,6.0,2.0,0.0
piknuti,1.0,3.0,1.0,0.0
kupac,1.0,17.0,0.0,0.0
snijega,4.0,6.5,2.0,0.0
čekati,6.0,6.0,2.0,0.0
prao,1.0,6.0,0.0,0.0
hladna,7.0,4.85714285714,4.0,1.0
posluže,1.0,15.0,0.0,0.0
prišije,1.0,8.0,0.0,0.0
hladne,2.0,5.0,1.0,0.0
hladno,40.0,6.5,17.0,1.0
ogledalo,1.0,7.0,0.0,0.0
osmišljavati,1.0,15.0,0.0,0.0
odavno,2.0,10.5,0.0,0.0
modricu,1.0,4.0,0.0,0.0
beskorisnog,2.0,10.0,1.0,0.0
divili,1.0,9.0,1.0,0.0
spasiti,1.0,4.0,1.0,0.0
juhu,4.0,4.0,2.0,2.0
glasić,1.0,6.0,0.0,0.0
nezgodu,3.0,6.66666666667,1.0,0.0
modrica,1.0,6.0,0.0,0.0
trbuščić,11.0,9.27272727273,7.0,0.0
tlo,1.0,5.0,1.0,0.0
nezgoda,1.0,13.0,0.0,0.0
stvori,4.0,9.25,0.0,0.0
alfa+romeo,2.0,2.0,2.0,1.0
nožić,3.0,8.66666666667,2.0,0.0
sklopimo,1.0,5.0,1.0,0.0
vađenje,2.0,10.0,0.0,0.0
lutkice,9.0,7.0,3.0,0.0
tikvica,3.0,5.0,2.0,0.0
igrala,21.0,9.52380952381,9.0,0.0
igrale,3.0,7.66666666667,2.0,0.0
kiperi,1.0,10.0,0.0,0.0
vjetrom,1.0,9.0,0.0,0.0
tišina,3.0,2.33333333333,2.0,1.0
krispi,3.0,3.33333333333,0.0,0.0
sagni,2.0,8.0,0.0,0.0
