item,probability,frequency
reinsdyr,7.51171072901e-06,9.7844485974e-06
mann,0.000231858437605,0.000234826766338
vent,0.000437462992227,0.000440300186883
kjøkken,0.000111511657676,0.000185904523351
samme,0.0167509759987,0.000420731289688
hva,0.000897666761734,0.000900169270961
tallerken,0.0167509759987,7.33833644805e-05
klosser,0.0167509759987,0.000161443401857
hoppe,0.0167509759987,0.000464761308376
mørkt,8.99550845388e-05,9.29522616753e-05
farfar,0.0167509759987,1.46766728961e-05
butikk,0.000324866186596,0.000327779028013
bukse,0.0167509759987,0.000229934542039
pute,0.0167509759987,3.42455700909e-05
støvler,0.0167509759987,4.8922242987e-05
noen,0.000187807175191,0.000190796747649
voff voff,0.0335019519975,4.8922242987e-05
hysj,0.000114408046231,0.000117413383169
dame,0.0167509759987,0.000454976859779
tiger,0.0167509759987,0.000117413383169
fest,5.57558288381e-05,5.87066915844e-05
såpebobler,0.0167509759987,4.8922242987e-06
vann,0.00134808869683,0.00135025390644
ugle,0.0167509759987,0.000107628934571
plante,0.0167509759987,4.8922242987e-05
au,0.000236753294473,0.000239718990636
kylling,0.000124192017218,0.000127197831766
dukke,0.0167509759987,7.82755887792e-05
is,0.000701833022047,0.000704480299013
bror,7.51171072901e-06,9.7844485974e-06
trøtt,0.000168230803716,0.000171227850454
stoppe,0.0167509759987,0.000161443401857
flaske,0.0167509759987,4.40300186883e-05
spade,0.0167509759987,8.80600373766e-05
på,0.0172892680271,0.017279336223
elefant,0.000178018794173,0.000181012299052
ball,0.000359134137956,0.000362024598104
syk,0.000178018794173,0.000181012299052
tørst,7.5290913814e-05,7.82755887792e-05
skuff,5.08771806598e-05,5.38144672857e-05
dra,0.000129084428455,0.000132090056065
hans,0.0167509759987,0.00845376358815
nese,0.0167509759987,0.000171227850454
dyrehage,0.0167509759987,9.7844485974e-06
hage,0.0167509759987,0.000181012299052
blåse,0.0167509759987,0.000127197831766
i,0.0158792367101,0.015870375625
kne,3.11189293624e-06,4.8922242987e-06
brød,0.000138869959936,0.000141874504662
mamma,0.0167509759987,0.00509769771925
slå,0.000344447786167,0.000347347925208
bestemor,0.000809541344405,0.000812109233584
kald,0.000432567373932,0.000435407962584
lese,0.0167509759987,0.00115945715879
søt,6.06369692653e-05,6.35989158831e-05
bjørn,0.00022206886278,0.00022504231774
hest,6.06369692653e-05,6.35989158831e-05
kile,0.0167509759987,3.91377943896e-05
kanin,9.48446520269e-05,9.7844485974e-05
tenner,0.0167509759987,0.000362024598104
gutt,0.000212279493805,0.000215257869143
elg,2.17289160288e-05,2.44611214935e-05
natt,0.00025143811138,0.000254395663532
tørke,0.0167509759987,0.000269072336428
sko,0.000241648194005,0.000244611214935
kirke,0.0167509759987,0.000107628934571
bil,0.000711624657905,0.00071426474761
gris,0.0004570455337,0.000459869084078
opp,0.00337989901899,0.0033805269904
stein,0.000138869959936,0.000141874504662
kjøleskap,6.06369692653e-05,6.35989158831e-05
ansikt,3.14064997217e-05,3.42455700909e-05
sommerfugl,3.62646140034e-05,3.91377943896e-05
nede,0.0167509759987,0.000415839065389
barnevogn,3.11189293624e-06,4.8922242987e-06
tante,0.0167509759987,0.00123284052327
lunsj,8.01780886982e-05,8.31678130779e-05
ekkelt,0.000104625458657,0.000107628934571
sofa,0.000179910169078,0.000102736710273
flue,1.21695167615e-05,1.46766728961e-05
rød,9.97348022004e-05,0.000102736710273
hund,0.000226963626073,0.000229934542039
teppe,0.0167509759987,7.33833644805e-05
bestefar,5.31187833325e-05,0.000220150093441
synge,0.0167509759987,0.000650665831727
bort,0.00176424154731,0.00176609297183
bord,0.000515793709482,0.000518575775662
fot,0.000153549706231,0.000156551177558
våt,7.5290913814e-05,7.82755887792e-05
løpe,0.0167509759987,5.38144672857e-05
skål,5.57558288381e-05,5.87066915844e-05
pen,3.11189293624e-06,4.8922242987e-06
tiss,0.000202490359482,0.000205473420545
lampe,0.0167509759987,6.35989158831e-05
gråte,0.0167509759987,1.95688971948e-05
gyngestol,1.21695167615e-05,1.46766728961e-05
pasta,4.34578320575e-05,0.000234826766338
nøkler,0.0167509759987,1.46766728961e-05
ha det,0.0167509759987,0.000944199289649
votter,0.0167509759987,3.42455700909e-05
støvsuger,0.0167509759987,7.82755887792e-05
hente,0.0167509759987,0.000596851364441
sol,0.000192701494249,0.000195688971948
hjelpe,0.0167509759987,0.000973552635441
brannbil,7.5290913814e-05,7.82755887792e-05
smør,0.000662666551304,0.000665342504623
myk,3.11189293624e-06,4.8922242987e-06
kjøtt,0.000236753294473,0.000239718990636
nå,0.00225873012406,0.002260207626
genser,0.0167509759987,0.000171227850454
skole,0.0167509759987,0.000283749009325
papir,9.97348022004e-05,0.000102736710273
når,0.00353167306634,0.00353218594366
hei,0.000422776159464,0.000425623513987
hode,0.0167509759987,0.000445192411182
ødelegge,0.0167509759987,7.82755887792e-05
søster,0.0167509759987,1.95688971948e-05
frosk,3.14064997217e-05,3.42455700909e-05
børste,0.0167509759987,0.000161443401857
fort,0.000373820603385,0.000376701271
kjeks,0.000148656288497,0.00015165895326
ute,0.00113756493529,0.0011398882616
ut,0.00202372555505,0.00202538085966
sokker,0.0167509759987,0.000132090056065
åpne,0.0167509759987,0.000332671252312
jakke,0.0167509759987,9.29522616753e-05
kaffe,0.0167509759987,0.00015165895326
lys,0.000501106597704,0.000503899102766
kjole,0.0167509759987,8.80600373766e-05
drikke,0.0167509759987,0.000846354803675
bilde,0.0167509759987,0.00045008463548
av,0.00269446806694,0.00269561558858
corn flakes,0.0167509759987,9.7844485974e-06
lastebil,3.62646140034e-05,3.91377943896e-05
pappa,4.34578320575e-05,0.00306253241099
rosiner,0.0167509759987,0.000141874504662
oldefar,0.0167509759987,4.8922242987e-06
ødelagt,0.000212279493805,0.000215257869143
huske,0.0167509759987,0.000958875962545
tunge,0.0167509759987,0.00026418011213
